2.0, 2.0, 2.0, 2.0 
4.0, 4.0, 2.0, 2.0 
8.0, 8.0, 4.0, 4.0 
16.0, 16.0, 5.0, 5.0 
32.0, 32.0, 7.0, 7.0 
61.0, 58.0, 9.0, 9.0 
111.0, 100.0, 15.0, 14.0 
191.0, 160.0, 24.0, 22.0 
308.0, 234.0, 33.0, 26.0 
472.0, 328.0, 42.0, 28.0 
689.0, 434.0, 53.0, 30.0 
959.0, 540.0, 65.0, 26.0 
1301.0, 684.0, 71.0, 20.0 
1718.0, 834.0, 78.0, 21.0 
2226.0, 1016.0, 84.0, 18.0 
2834.0, 1216.0, 91.0, 18.0 
3543.0, 1418.0, 97.0, 14.0 
4356.0, 1626.0, 100.0, 9.0 
5297.0, 1882.0, 104.0, 11.0 
6383.0, 2172.0, 109.0, 11.0 
7586.0, 2406.0, 115.0, 13.0 
8950.0, 2728.0, 119.0, 11.0 
10459.0, 3018.0, 122.0, 9.0 
12164.0, 3410.0, 124.0, 7.0 
14052.0, 3776.0, 128.0, 11.0 
16123.0, 4142.0, 132.0, 9.0 
18371.0, 4496.0, 135.0, 7.0 
20836.0, 4930.0, 139.0, 8.0 
