2.0, 2.0, 2.0, 2.0 
4.0, 4.0, 4.0, 4.0 
8.0, 8.0, 7.0, 7.0 
16.0, 16.0, 11.0, 11.0 
32.0, 32.0, 19.0, 19.0 
61.0, 58.0, 29.0, 27.0 
111.0, 100.0, 47.0, 42.0 
185.0, 148.0, 73.0, 59.0 
293.0, 216.0, 110.0, 85.0 
448.0, 310.0, 153.0, 105.0 
646.0, 396.0, 201.0, 116.0 
895.0, 498.0, 262.0, 136.0 
1220.0, 650.0, 324.0, 147.0 
1626.0, 812.0, 391.0, 160.0 
2101.0, 950.0, 460.0, 166.0 
2688.0, 1174.0, 532.0, 170.0 
3373.0, 1370.0, 602.0, 170.0 
4155.0, 1564.0, 669.0, 154.0 
5064.0, 1818.0, 725.0, 138.0 
6113.0, 2098.0, 780.0, 130.0 
7304.0, 2382.0, 831.0, 128.0 
8628.0, 2648.0, 882.0, 122.0 
10104.0, 2952.0, 931.0, 116.0 
11740.0, 3272.0, 976.0, 108.0 
13557.0, 3634.0, 1015.0, 99.0 
